Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
24611567,Songs of a Dead Dreamer and Grimscribe,Thomas Ligotti,"Ligotti, Thomas",Jeff VanderMeer,"=""0143107763""","=""9780143107767""",4,4.15,Penguin Classics,Paperback,462,2016,2015,2016/03/21,2016/03/22,"horror, short-stories","horror (#7), short-stories (#26)",read,"Can you call this Gnostic horror? Horror that doesn't use violence, or monsters, but that proposes that reality is in essence a fraud, it's just a thin thread of the everyday, below which shadows lurk.<br/><br/>A recollection of two earlier published books of stories by Ligotti, both are somewhere in the middle between H. P. Lovecraft and Bruno Schulz, less definite than the first, darker than the latter. <br/><br/>Many of the stories have a Lovecraft-like structure: a ""final"" letter  or diary is found from someone who has disappeared, then the narrative switches over to the letter, which details how the missing person has walked down the wrong alley, or talked to the wrong person, or looked into the wrong direction - reality lifts its veil, the ""madness of things"" appears. Puppets, dreams, madness, impossible architectures. Usually, a narrow escape is possible only for the horror to return in dreams, then finally the horror seeps into reality (or just casts aside reality?) to whisk our poor narrator away. <br/><br/><blockquote><br/>Why should there not be something buried deep within appearances, something that wears a mask to hide itself behind the visibility of nature?<br/></blockquote><br/><br/>This is best consumed in small portions, at some point the earthly language may lead to fatigue - fans of more ""conventional"" horror may be turned away by the lack of conclusion or standard tropes.<br/><br/>There's a little ""bonus"" in the middle of small essays by a ""Professor Nobody"" on horror in fiction, quote:<br/><br/><blockquote><br/>While horror may make us squirm or quake, it will not make us cry at the pity of things. The vampire may symbolize our horror of both life and death, but none of us has ever been uprooted by a symbol. [...] By means of supernatural horror we may pull our own strings of fate without collapsing - natural-born puppets whose lips are painted with our own blood.<br/></blockquote><br/><br/>You can see where [b:The Conspiracy Against the Human Race: A Contrivance of Horror|16307661|The Conspiracy Against the Human Race  A Contrivance of Horror|Thomas Ligotti|https://d.gr-assets.com/books/1355905057s/16307661.jpg|2696709] started!<br/><br/>P.S: What an amazing cover!",,,,,,0,,,,,
29509902,Innovation and Its Enemies: Why People Resist New Technologies,Calestous Juma,"Juma, Calestous",,"=""0190467053""","=""9780190467050""",0,0.0,"Oxford University Press, USA",ebook,,2016,,,2016/03/21,to-read,to-read (#1282),to-read,,,,,,,0,,,,,
5427,Orientalism,Edward W. Said,"Said, Edward W.",,"=""0141187425""","=""9780141187426""",0,4.06,Penguin Books Ltd,Paperback,424,2003,1978,,2016/03/20,to-read,to-read (#1281),to-read,,,,,,,0,,,,,
25510906,The Mushroom at the End of the World: On the Possibility of Life in Capitalist Ruins,Anna Lowenhaupt Tsing,"Tsing, Anna Lowenhaupt",,"=""0691162751""","=""9780691162751""",0,4.23,Princeton University Press,Hardcover,331,2015,2015,,2016/03/20,to-read,to-read (#1280),to-read,,,,,,,0,,,,,
317330,The Strategy of Conflict,Thomas C. Schelling,"Schelling, Thomas C.",,"=""0674840313""","=""9780674840317""",0,4.00,Harvard University Press,Paperback,309,1981,1960,,2016/03/20,to-read,to-read (#1279),to-read,,,,,,,0,,,,,
26196576,Science Blogging: The Essential Guide,Christie Wilcox,"Wilcox, Christie","Bethany Brookshire, Jason G. Goldman","=""0300197551""","=""9780300197556""",0,4.10,Yale University Press,Paperback,288,2016,2016,,2016/03/19,to-read,to-read (#1278),to-read,,,,,,,0,,,,,
310722,The Slynx,Tatyana Tolstaya,"Tolstaya, Tatyana",Jamey Gambrell,"=""1590171969""","=""9781590171967""",0,3.81,NYRB Classics,Paperback,297,2007,2000,,2016/03/19,to-read,to-read (#1277),to-read,,,,,,,0,,,,,
24331386,The View from the Cheap Seats: Selected Nonfiction,Neil Gaiman,"Gaiman, Neil",,"=""0062262262""","=""9780062262264""",0,3.71,William Morrow,Hardcover,544,2016,2016,,2016/03/15,to-read,to-read (#1276),to-read,,,,,,,0,,,,,
10235919,The Islanders,Christopher Priest,"Priest, Christopher",,"=""0575070048""","=""9780575070042""",0,3.69,Gollancz,Hardcover,342,2012,2011,,2016/03/15,to-read,to-read (#1275),to-read,,,,,,,0,,,,,
25690473,The Sleep Garden,Jim Krusoe,"Krusoe, Jim",,"=""1941040187""","=""9781941040188""",0,3.75,Tin House Books,Paperback,342,2016,2016,,2016/03/14,to-read,to-read (#1274),to-read,,,,,,,0,,,,,
185153,Biology as Ideology: The Doctrine of DNA,Richard C. Lewontin,"Lewontin, Richard C.",,"=""0060975199""","=""9780060975197""",3,3.94,Harper Perennial,Paperback,128,1993,1991,2016/03/13,2016/03/13,"biology, philosophy-of-science, non-fiction","biology (#17), philosophy-of-science (#5), non-fiction (#94)",read,"An interesting look into how we abuse biology for ideological reasons, it's just clearly <i>old</i> (1993) - for example, the bulk of the book is an argument against a reductionist view of biology based on single genes, but we've since moved on to systems biology, synthetic biology etc. that try and view organisms as systems. In other areas he uses twin studies to argue <i>against</i> a gene-centric explanation of various human traits, but since 1993 numerous more (and bigger) studies using twins have been published that show a direct genetic link to various traits. Lewontin is very far in the ""not by genes alone"" corner, and many of the arguments he brings up have since become obsolete.<br/><br/>Sometimes however, he's bringing up arguments ten years too soon - he has arguments against Wilson et al.'s sociobiology that fit to the more modern evolutionary psychology, too: <br/><br/><blockquote><br/>When we combine individual selective advantage with the possibility of kin selection and reciprocal altruism, it is hard to imagine any human trait for which a plausible scenario for its selective advantage could not be invented. The real problem is to find out whether any of these stories is true. One must distinguish between plausible stories, things that might be true, and true stories, things that actually have happened. [...] At the very minimum, we might ask whether there is any evidence that such selective processes are going on at the present, but in fact no one has ever measured in any human population the actual reproductive advantage or disadvantage of any human behavior.<br/></blockquote><br/><br/>Or against the ""gay gene"":<br/><br/><blockquote><br/>First, the sociobiologist makes the assumption that homosexuals leave fewer offspring. This implies a description of human sexual behavior in which the world is divided between heterosexuals and homosexuals, one class that leaves offspring and the other that does not. This description, however, does not correspond to our knowledge of human sexuality. [...]<br/></blockquote><br/><br/>Or on the problems of the then just-proposed Human Genome Project:<br/><br/><blockquote><br/>And an average gene that is, say, 3,000 nucleotides long will differ between any two normal individuals by about 20 nucleotides. Who’s genome, then, is going to provide the sequence for the catalog for the normal person? [...] It would be necessary to look at a large population of normal and diseased people to see if one could find some common difference between them, but even this may not happen if the disease in question has a multiple genetic cause so that different people have the same disease for different reasons, even if all those reasons are a consequence of genetic changes.<br/></blockquote><br/><br/>We've only now started to move away from the ""genome for everyone"" to ""personal genomics"" where everyone's genome is sequenced and analyzed, instead of compared to one reference genome. Here he also describes the problem we're 23 years later facing with genome-wide association studies - we need to recruit a ton of people that show a ""nice"" variation in the trait, and even then all we get is risk alleles, not actual genetic causes. The more genes are involved, the muddier it gets.<br/><br/>It's most interesting when he draws out the ideology behind various biological theories - Darwin's theory of natural selection, for example, can be interpreted in the light of the Victorian image of human society (""What Darwin did was take early-nineteenth-century political economy and expand it to include all of natural economy."").<br/><br/>Similarly, the ""modern entrepreneurial competitive hierarchical society"" with ""the priority of the individual over the collective"" is reflected in reductionist ""the gene did it"" theories that are nowadays accepted by society, but less by science. In other words, ideology subtly influences scientific endeavors.<br/><br/>Perhaps I shouldn't make the error to discuss this book from the point of view of modern science, but maybe from the point of view of how modern society interprets science, because there the ""only-gene""-centric view is still a common thing. <br/><br/>Just have a look at the weekly news - ""fat gene found"", ""gene for colon cancer"", ""gene for gray hair"" etc. pp. None of these genes need to cause these phenotypes, they may just under specific circumstances of the study appear more in individuals with that phenotype (there are various statistical technologies to minimize but not eliminate random influences, such as population history). It's still extremely hard to then find the actual A -> B, gene -> phenotype link. This is a problem since people are getting disillusioned about scientific progress - the news, politics, scientists tells them every week how much progress science makes, but they don't see the progress, they still die of the same old cancer.<br/><br/>Anyway, it's not a long read, but it hasn't aged well.",,,,,,0,,,,,
17356093,Managing Your Academic Career: Strategies for Success,D Royce Sadler,"Sadler, D Royce",,"=""1741155622""","=""9781741155624""",0,3.00,Allen & Unwin Academic,ebook,224,2014,1999,,2016/03/06,to-read,to-read (#1273),to-read,,,,,,,0,,,,,
6174575,Atlas,Klaus Wagenbach,"Wagenbach, Klaus",,"=""380313188X""","=""9783803131881""",0,0.0,,,,,,,2016/03/02,to-read,to-read (#1272),to-read,,,,,,,0,,,,,
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""014038572X""","=""9780140385724""",3,4.04,Speak,Mass Market Paperback,192,1988,1967,2016/03/02,2016/03/02,"young-adult, america","young-adult (#4), america (#46)",read,,,,,,,0,,,,,
26210473,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""1847922643""","=""9781847922649""",0,4.05,Bodley Head,Paperback,608,2016,2016,,2016/02/29,to-read,to-read (#1271),to-read,,,,,,,0,,,,,
642525,Critical Rationalism: A Restatement and Defence,David       Miller,"Miller, David",,"=""0812691989""","=""9780812691986""",0,4.33,Open Court,Paperback,277,1998,1998,,2016/02/29,to-read,to-read (#1270),to-read,,,,,,,0,,,,,
1432445,Mars,Fritz Zorn,"Zorn, Fritz",,"=""3596222028""","=""9783596222025""",0,3.87,Fischer Taschenbuch Vlg.,Broché,253,1999,1977,,2016/02/28,to-read,to-read (#1269),to-read,,,,,,,0,,,,,
26597299,Engineers of Jihad: The Curious Connection Between Violent Extremism and Education,Diego Gambetta,"Gambetta, Diego",Steffen Hertog,"=""0691145172""","=""9780691145174""",0,4.33,Princeton University Press,Hardcover,208,2016,2016,,2016/02/27,to-read,to-read (#1268),to-read,,,,,,,0,,,,,
604635,Naïve. Super,Erlend Loe,"Loe, Erlend",Tor Ketil Solberg,"=""1841956724""","=""9781841956725""",0,3.89,Canongate UK,Paperback,208,2005,1996,,2016/02/26,to-read,to-read (#1267),to-read,,,,,,,0,,,,,
19633219,An Accidental Statistician: The Life and Memories of George E. P. Box,George E.P. Box,"Box, George E.P.",,"=""""","=""""",0,3.44,Wiley,Kindle Edition,304,2013,2013,,2016/02/22,to-read,to-read (#1266),to-read,,,,,,,0,,,,,
510342,Dark Matter: A Century of Speculative Fiction from the African Diaspora,Sheree Thomas,"Thomas, Sheree","W.E.B. Du Bois, Kalamu ya Salaam, Samuel R. Delany, Nalo Hopkinson, Akua Lezli Hope, Charles W. Chesnutt, Octavia E. Butler, Linda Addison, Charles R. Saunders, Nisi Shawl, Steven Barnes, Jewelle L. Gomez, Henry Dumas, Tony Medina, Kiini Ibura Salaam, Robert Fleming, Derrick A. Bell, Darryl A. Smith, Ama Patterson, Walter Mosley, Honorée Fanonne Jeffers, Paul D. Miller, Evie Shockley, Leone Ross, Tananarive Due, Amiri Baraka","=""0446677248""","=""9780446677240""",0,4.12,Aspect,Paperback,427,2001,2000,,2016/02/22,to-read,to-read (#1265),to-read,,,,,,,0,,,,,
